State,Keyword,Match type,Status,Suggested bid (low)(USD),Suggested bid (median)(USD),Suggested bid (high)(USD),Keyword bid(USD),Impressions,Clicks,CTR(%),Spend(USD),CPC(USD),Orders,Sales(USD),ACoS(%)
ENABLED,detachable lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.59,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,mickey mouse lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.27,0.39,0.47,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,large insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.50,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,girls lunch boxes,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.42,0.68,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,compartment cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.65,0.77,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,fashionable lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.59,0.84,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kids lunchboxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.55,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,male lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.59,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,pac man lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.55,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,portable lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,food tote box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.84,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler bag lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.69,0.84,1.20,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated cold bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.69,0.81,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,prep naturals bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,2.41,2.41,2.72,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box insulated adults,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.80,1.03,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kids bento lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.40,0.59,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,diet lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,dakine lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.25,0.40,0.51,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,meal carrier,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.03,1.03,1.03,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,food lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.84,1.50,2.02,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.71,0.84,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kids lunch bags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.37,0.55,0.81,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag accessories,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.67,0.90,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,pelican lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.45,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch totes for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.57,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box kits,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.88,1.25,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box accessories,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.50,0.68,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box organizer,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.69,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,heating lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.31,0.46,1.06,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated waterproof lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.69,0.81,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated bags large,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.11,1.11,1.11,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,meal prep lunch tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,1.05,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,workout lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,1.20,1.66,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag unisex,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.69,0.75,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,freezer insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.88,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler for baby food,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cute lunch bags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.40,0.47,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,keep food cold bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.68,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,beach lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.50,0.79,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,goodbyn lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.80,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchbox for kids,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.56,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,waterproof picnic bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,ladies lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.55,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,anime lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.45,0.55,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,bento insulated lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.54,0.68,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kid lunch boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.69,0.81,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,food delivery bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.89,1.51,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kids lunchboxes for boys,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.51,0.73,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,thermal insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.77,0.77,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cross body lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.45,0.55,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,carhartt lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.51,0.51,0.51,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,foldable lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,designer lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.68,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box items,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.45,0.59,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cute lunch boxes,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.27,0.38,0.46,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,thermos with strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.80,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,frozen lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.45,0.56,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kosox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler tote bags insulated,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.59,1.12,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch money,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.14,0.20,0.23,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cute insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.66,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag for man,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.65,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,california innovations lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.25,0.55,0.69,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.90,0.61,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchboxes for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.59,0.69,0.50,0,0,,0.00,0.00,0,0.00,
ENABLED,women lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.46,0.59,0.20,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.55,0.76,0.40,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler bag insulated,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.84,0.89,0.45,0,0,,0.00,0.00,0,0.00,
ENABLED,husky lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.22,0.22,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag pack,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.67,0.90,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch packs for adults,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.57,0.75,0.94,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated tote bag large,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.75,0.81,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler bag for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.65,0.80,0.75,0,0,,0.00,0.00,0,0.00,
